01,01,249,Alcafaz
01,01,250,Caselho
01,01,251,Corga da Serra
01,01,252,Foz
01,01,253,Guistola
01,01,254,Guistolinha
01,01,255,Lomba
01,01,256,Povinha
01,01,257,Vila Mendo
01,01,258,Aguada de Baixo
01,01,260,Landiosa
01,01,262,Passadouro
01,01,263,Aguada de Cima
01,01,264,Aguadalte
01,01,265,Almas da Areosa
01,01,266,Bustelo
01,01,267,Cabeço Grande
01,01,268,Cadaval
01,01,269,Canavai
01,01,270,Carvalhitos
01,01,271,Engenho
01,01,272,Forcada
01,01,273,Formigueiro
01,01,274,Forno
01,01,275,Garrido 
01,01,276,Insuas
01,01,277,Miragaia
01,01,278,Pisão
01,01,279,Pousadouros
01,01,280,Póvoa de Baixo
01,01,281,Póvoa do Teso
01,01,282,Póvoa São Domingos
01,01,283,Póvoa do Vale do Trigo
01,01,284,São Martinho
01,01,285,Seixo
01,01,286,Vale do Grou
01,01,287,Vale do Lobo
01,01,288,Vale Grande
01,01,289,Águeda
01,01,291,Alhandra
01,01,293,Assequins
01,01,296,Bolfiar
01,01,297,Catraia de Assequins
01,01,298,Giesteira
01,01,299,Gravanço
01,01,301,Maçoida
01,01,303,Paredes
01,01,304,Raivo
01,01,305,Raso de Paredes
01,01,307,Sardão
01,01,308,Souto Rio
01,01,310,Vale Domingos
01,01,312,Vale Sobreirinhos
01,01,314,Zona Industrial da Giesteira
01,01,315,Barrô
01,01,316,Carqueijo
01,01,317,Zona Industrial En 1 Sul
01,01,318,Alvarim
01,01,319,Belazaima do Chão
01,01,320,Feridouro
01,01,323,Borralha
01,01,331,Avelal de Baixo
01,01,332,Avelal de Cima
01,01,333,Castanheira do Vouga
01,01,334,Falgarosa
01,01,335,Falgoselhe
01,01,336,Igreja
01,01,337,Massadas
01,01,338,Redonda
01,01,339,Talhada
01,01,340,Vale da Galega
01,01,341,Casainho de Baixo
01,01,342,Casal D'Alvaro
01,01,343,Espinhel
01,01,344,Oronhe
01,01,345,Paradela
01,01,346,Piedade
01,01,347,Fermentelos
01,01,348,Lamas do Vouga
01,01,349,Pedaçães
01,01,350,Macieira de Alcoba
01,01,351,Urgueira
01,01,352,Alombada
01,01,353,Beco
01,01,354,Carvalhal da Portela
01,01,356,Cavadas de Baixo
01,01,357,Cavadas de Cima
01,01,358,Chãs
01,01,359,Cova
01,01,360,Lameiro
01,01,361,Jafafe de Baixo
01,01,362,Jafafe de Cima
01,01,363,Macida
01,01,364,Macinhata do Vouga
01,01,365,Mesa
01,01,366,Moita
01,01,369,Serem de Baixo
01,01,370,Serem de Cima
01,01,371,Sernada do Vouga
01,01,372,Soutelo
01,01,373,Vouga
01,01,374,Óis da Ribeira
01,01,375,Barrosa
01,01,376,Cabeço Cão
01,01,377,Cambra
01,01,378,Casal
01,01,379,Chouzinha
01,01,380,Junqueiro
01,01,381,Lourizela
01,01,382,Pousadas
01,01,383,Préstimo
01,01,384,Quinta das Hortas
01,01,385,Quinta do Pereiro
01,01,386,Salgueiro
01,01,387,Serrascosa
01,01,388,Sernada
01,01,389,Serra de Cima
01,01,390,Vale do Lobo
01,01,391,Vale Égua
01,01,394,Ventoso
01,01,395,Brejo
01,01,396,Casainho de Cima
01,01,397,Chão da Moita
01,01,399,Crasto D'além
01,01,400,Ferreirós
01,01,401,Fujacos
01,01,402,Miradouro
01,01,403,Pinheiro Manso
01,01,404,Póvoa Carvalha
01,01,405,Póvoa Igreja
01,01,406,Póvoa das Laceiras
01,01,407,Póvoa Marta
01,01,408,Póvoa Poço
01,01,409,Randam
01,01,410,Recardães
01,01,411,Vale do Senhor
01,01,412,Fontinha
01,01,413,Segadães
01,01,414,Almear
01,01,415,Cabanões
01,01,417,Travassô de Baixo
01,01,418,Travassô
01,01,422,Cheira
01,01,423,Crastovães
01,01,424,Mourisca do Vouga
01,01,426,Trofa
01,01,427,A-dos-Ferreiros
01,01,428,Aguieira
01,01,429,Aldeia
01,01,430,Arrancada do Vouga
01,01,431,Brunhido
01,01,432,Cadaveira
01,01,433,Calvário Arrancada do Vouga
01,01,434,Calvário da Veiga
01,01,435,Calvário
01,01,438,Carvalhosa
01,01,439,Casais
01,01,442,Fermentões
01,01,444,Lanhezes
01,01,445,Moitedo
01,01,447,Paço
01,01,449,Póvoa do Espirito Santo
01,01,450,Redonda
01,01,451,Sabugal
01,01,452,Salgueiro
01,01,453,Santa Rita
01,01,454,Sobreiro
01,01,455,Toural
01,01,456,Valongo do Vouga
01,01,457,Veiga
01,01,55040,Rio Côvo
01,01,55050,Cavadas
01,01,58035,Carvoeiro 
01,01,58036,Cavada Nova
01,01,58037,Aldeia
01,01,59101,Cabeço da Igreja
01,01,59102,Cabeço da Lama
01,01,59103,Monte Verde
01,01,59104,Outeiro
01,01,60359,Felgueira
01,01,60372,Serra de Baixo
01,01,60560,Boa Aldeia
01,01,62005,Alto do Rio
01,01,62024,Crasto São Jorge
01,01,62944,Póvoa de São Domingos
01,01,69873,Cumeada
01,01,70853,Vascos
01,01,71392,Zona Industrial En 1 Norte
01,01,71512,Marnel
01,01,71972,Corça
01,01,71973,Pontilhão
01,01,71992,Rio de Maçãs
01,01,71993,Carvalhal
01,01,72012,Lázaro
01,01,72013,Lousa
01,01,72014,Sobreira
01,01,72233,Borralha
01,01,72234,Aguadela
01,01,72235,Alto da Póvoa
01,01,72252,Gândara
01,01,72454,Carvalho
01,01,72455,Ribeiro
01,01,72572,Horta Nova
01,01,72573,Sernadinha
01,01,72574,Côvo
01,01,72575,Bertufo
01,01,72937,Espinheiros
01,01,74516,Covelas
01,02,60197,São Marcos
01,02,60198,Sanheiras
01,02,60199,Sobreiro Torto
01,02,60845,Cardeal
01,02,60875,Zona Industrial de Albergaria-A-Velha
01,02,736,Albergaria-A-Velha
01,02,737,Frias
01,02,738,Frias de Baixo
01,02,739,Frias de Cima
01,02,740,Senhora da Nazaré
01,02,741,Senhora do Socorro
01,02,742,Sobreiro
01,02,743,Urgueiras
01,02,744,Alquerubim
01,02,745,Ameal
01,02,746,Beduído
01,02,747,Calvães
01,02,748,Fial
01,02,749,Fontes
01,02,750,Pardos
01,02,751,Paus
01,02,752,Angeja
01,02,753,Boavista
01,02,755,Feira Nova
01,02,756,Fontão
01,02,757,Salgueira
01,02,758,Várzea
01,02,759,Albergaria-a-Nova
01,02,760,Barroca
01,02,761,Branca
01,02,762,Cancela
01,02,763,Carvalhais
01,02,764,Casaldima
01,02,765,Chaque
01,02,766,Coche
01,02,767,Cristelo
01,02,768,Eiras
01,02,769,Escusa
01,02,770,Escusa de Cima
01,02,771,Espinheira
01,02,772,Estrada
01,02,773,Fradelos
01,02,774,Fundo de Vila
01,02,775,Laginhas
01,02,776,Mundo Novo
01,02,777,Nobrijo
01,02,778,Outeirinho
01,02,779,Outeiro
01,02,780,Padrão
01,02,781,Palhal
01,02,782,Quinta do Caimo
01,02,783,Relvas
01,02,784,Ribeiro da Póvoa
01,02,785,Samuel
01,02,786,Soutelo
01,02,787,Souto
01,02,788,Zangarinhal
01,02,789,Frossos
01,02,790,Vale da Cana
01,02,793,Vila Francelina
01,02,794,Alto dos Barreiros
01,02,795,Busturenga
01,02,796,Campo
01,02,798,Carvalhal
01,02,799,Casaldelo
01,02,800,Coucinho
01,02,801,Fráguas
01,02,802,Gavião
01,02,803,Igreja
01,02,804,Palhal
01,02,805,Ribeira de Fráguas
01,02,806,Ribeiro
01,02,807,Telhadela
01,02,808,Vale
01,02,809,Vale da Sapa
01,02,810,Vilarinho de São Roque
01,02,811,Azenhas
01,02,812,Cabeço São Silvestre
01,02,814,Loure
01,02,815,Pinheiro
01,02,816,Quinta das Azenhas
01,02,818,São João de Loure
01,02,819,Vale da Silva
01,02,820,Açores
01,02,821,Cruzinha
01,02,822,Foz do Rio Mau
01,02,823,Igreja
01,02,824,Lameira
01,02,825,Lapa
01,02,826,Mouquim
01,02,827,Póvoa
01,02,828,Quinta
01,02,829,Reguengo
01,02,830,Rendo
01,02,831,Santo António
01,02,832,Valmaior
01,02,833,Vila Nova dos Fusos
01,03,4749,Aguim
01,03,4750,Alpalhão
01,03,4752,Amoreira da Gândara
01,03,4753,Grou
01,03,4754,Madureira
01,03,4755,Madureirinha
01,03,4756,Portouro
01,03,4757,Relvada
01,03,4758,Ribeiro da Gândara
01,03,4759,Tojal
01,03,4760,Alféloas
01,03,4761,Anadia
01,03,4762,Arcos
01,03,4763,Famalicão
01,03,4765,Malaposta
01,03,4766,Vendas da Pedreira
01,03,4767,Ancas
01,03,4768,Avelãs de Caminho
01,03,4769,Avelãs de Cima
01,03,4770,Boialvo
01,03,4771,Candeeira
01,03,4772,Canelas
01,03,4773,Cerca
01,03,4774,Corgo
01,03,4775,Ferreirinhos
01,03,4776,Figueira
01,03,4777,Mata
01,03,4778,Neves Pinheiro
01,03,4779,Pardieiro
01,03,4780,Pereiro
01,03,4781,Porto David
01,03,4782,Póvoa do Gago
01,03,4783,São Pedro
01,03,4785,Covelo
01,03,4786,Mogofores
01,03,4787,Outeiro de Cima
01,03,4788,Amieiro
01,03,4789,Escoural
01,03,4790,Ferreiros
01,03,4791,Fonte Manha
01,03,4792,Junqueira
01,03,4793,Moita
01,03,4794,Póvoa do Pereiro
01,03,4795,Saide
01,03,4796,Saidinho
01,03,4797,Vale da Mó
01,03,4798,Vale de Avim
01,03,4799,Vale do Boi
01,03,4801,Óis do Bairro
01,03,4802,Riba Fornos
01,03,4803,Paredes do Bairro
01,03,4804,Póvoa da Preta
01,03,4805,Bicarenho
01,03,4806,Casainho
01,03,4807,Fogueira
01,03,4808,Paraimo
01,03,4809,Póvoa da Palmeira
01,03,4810,Póvoa do Castelo
01,03,4811,Póvoa do Mato
01,03,4812,Póvoa do Salgueiro
01,03,4813,Ribeiro
01,03,4814,Sá
01,03,4815,Saima
01,03,4816,Sangalhos
01,03,4817,São João da Azenha
01,03,4818,Vidoeiro
01,03,4819,Cabana
01,03,4820,Couvelha
01,03,4821,Espairo
01,03,4822,Levira
01,03,4823,Lezirias
01,03,4824,Outeiro de Baixo
